,Unnamed: 0,Organisation,Rocket_Status,Price,Mission_Status
2237,2237,RVSN USSR,StatusRetired,,Success
2238,2238,RVSN USSR,StatusRetired,,Success
2239,2239,RVSN USSR,StatusRetired,,Success
2240,2240,RVSN USSR,StatusRetired,,Success
2241,2241,ESA,StatusRetired,,Success
2242,2242,RVSN USSR,StatusRetired,,Success
2243,2243,RVSN USSR,StatusRetired,,Success
2244,2244,RVSN USSR,StatusRetired,,Success
2245,2245,RVSN USSR,StatusRetired,,Success
2246,2246,NASA,StatusRetired,450,Success
2247,2247,RVSN USSR,StatusRetired,,Success
2248,2248,RVSN USSR,StatusRetired,,Success
2249,2249,CASC,StatusActive,30.8,Success
2250,2250,MHI,StatusRetired,,Success
2251,2251,RVSN USSR,StatusRetired,,Success
2252,2252,Martin Marietta,StatusRetired,,Success
2253,2253,RVSN USSR,StatusRetired,,Success
2254,2254,RVSN USSR,StatusRetired,,Success
2255,2255,General Dynamics,StatusRetired,,Success
2256,2256,RVSN USSR,StatusRetired,,Success
2257,2257,RVSN USSR,StatusRetired,,Success
2258,2258,RVSN USSR,StatusRetired,,Success
2259,2259,RVSN USSR,StatusRetired,,Success
2260,2260,Martin Marietta,StatusRetired,,Success
2261,2261,NASA,StatusRetired,450,Success
2262,2262,ESA,StatusRetired,,Success
2263,2263,General Dynamics,StatusRetired,,Success
2264,2264,RVSN USSR,StatusRetired,,Success
2265,2265,RVSN USSR,StatusRetired,,Success
2266,2266,General Dynamics,StatusRetired,,Success
2267,2267,RVSN USSR,StatusRetired,,Success
2268,2268,RVSN USSR,StatusRetired,,Success
2269,2269,RVSN USSR,StatusRetired,,Success
2270,2270,RVSN USSR,StatusRetired,,Success
2271,2271,RVSN USSR,StatusRetired,,Success
2272,2272,RVSN USSR,StatusRetired,,Success
2273,2273,RVSN USSR,StatusRetired,,Success
2274,2274,US Air Force,StatusRetired,,Success
2275,2275,ISRO,StatusRetired,,Success
2276,2276,RVSN USSR,StatusRetired,,Success
2277,2277,RVSN USSR,StatusRetired,,Success
2278,2278,NASA,StatusRetired,450,Success
2279,2279,RVSN USSR,StatusRetired,,Success
2280,2280,RVSN USSR,StatusRetired,,Success
2281,2281,General Dynamics,StatusRetired,,Success
2282,2282,RVSN USSR,StatusRetired,,Success
2283,2283,RVSN USSR,StatusRetired,,Success
2284,2284,RVSN USSR,StatusRetired,,Success
2285,2285,RVSN USSR,StatusRetired,,Success
2286,2286,ISAS,StatusRetired,,Success
2287,2287,RVSN USSR,StatusRetired,,Success
2288,2288,General Dynamics,StatusRetired,,Success
2289,2289,MHI,StatusRetired,,Success
2290,2290,RVSN USSR,StatusRetired,,Failure
2291,2291,RVSN USSR,StatusRetired,,Success
2292,2292,RVSN USSR,StatusRetired,,Success
2293,2293,RVSN USSR,StatusRetired,,Success
2294,2294,RVSN USSR,StatusRetired,,Success
2295,2295,General Dynamics,StatusRetired,,Success
2296,2296,RVSN USSR,StatusRetired,,Success
2297,2297,RVSN USSR,StatusRetired,,Partial Failure
2298,2298,RVSN USSR,StatusRetired,,Failure
2299,2299,Martin Marietta,StatusRetired,,Success
2300,2300,NASA,StatusRetired,450,Success
2301,2301,RVSN USSR,StatusRetired,,Success
2302,2302,Martin Marietta,StatusRetired,,Success
2303,2303,RVSN USSR,StatusRetired,,Success
2304,2304,RVSN USSR,StatusRetired,,Success
2305,2305,General Dynamics,StatusRetired,,Success
2306,2306,RVSN USSR,StatusRetired,,Success
2307,2307,RVSN USSR,StatusRetired,,Success
2308,2308,RVSN USSR,StatusRetired,,Success
2309,2309,CASC,StatusActive,30.8,Success
2310,2310,ESA,StatusRetired,,Failure
2311,2311,RVSN USSR,StatusRetired,,Success
2312,2312,MHI,StatusRetired,,Success
2313,2313,RVSN USSR,StatusRetired,,Success
2314,2314,RVSN USSR,StatusRetired,,Success
2315,2315,RVSN USSR,StatusRetired,,Success
2316,2316,RVSN USSR,StatusRetired,,Success
2317,2317,RVSN USSR,StatusRetired,,Success
2318,2318,RVSN USSR,StatusRetired,,Success
2319,2319,RVSN USSR,StatusRetired,,Success
2320,2320,RVSN USSR,StatusRetired,,Success
2321,2321,RVSN USSR,StatusRetired,,Success
2322,2322,RVSN USSR,StatusRetired,,Success
2323,2323,NASA,StatusRetired,450,Success
2324,2324,RVSN USSR,StatusRetired,,Success
2325,2325,RVSN USSR,StatusRetired,,Partial Failure
2326,2326,RVSN USSR,StatusRetired,,Success
2327,2327,RVSN USSR,StatusRetired,,Success
2328,2328,RVSN USSR,StatusRetired,,Success
2329,2329,RVSN USSR,StatusRetired,,Success
2330,2330,RVSN USSR,StatusRetired,,Success
2331,2331,RVSN USSR,StatusRetired,,Success
2332,2332,RVSN USSR,StatusRetired,,Success
2333,2333,RVSN USSR,StatusRetired,,Success
2334,2334,RVSN USSR,StatusRetired,,Success
2335,2335,Martin Marietta,StatusRetired,,Success
2336,2336,RVSN USSR,StatusRetired,,Success
2337,2337,RVSN USSR,StatusRetired,,Success
2338,2338,RVSN USSR,StatusRetired,,Success
2339,2339,RVSN USSR,StatusRetired,,Success
2340,2340,RVSN USSR,StatusRetired,,Success
2341,2341,RVSN USSR,StatusRetired,,Success
2342,2342,RVSN USSR,StatusRetired,,Success
2343,2343,RVSN USSR,StatusRetired,,Success
2344,2344,RVSN USSR,StatusRetired,,Success
2345,2345,RVSN USSR,StatusRetired,,Success
2346,2346,RVSN USSR,StatusRetired,,Success
2347,2347,RVSN USSR,StatusRetired,,Success
2348,2348,NASA,StatusRetired,450,Success
2349,2349,Martin Marietta,StatusRetired,,Success
2350,2350,General Dynamics,StatusRetired,,Success
2351,2351,RVSN USSR,StatusRetired,,Failure
2352,2352,RVSN USSR,StatusRetired,,Success
2353,2353,RVSN USSR,StatusRetired,,Success
2354,2354,RVSN USSR,StatusRetired,,Success
2355,2355,RVSN USSR,StatusRetired,,Success
2356,2356,RVSN USSR,StatusRetired,,Success
2357,2357,RVSN USSR,StatusRetired,,Success
2358,2358,US Air Force,StatusRetired,,Success
2359,2359,RVSN USSR,StatusRetired,,Success
2360,2360,RVSN USSR,StatusRetired,,Success
2361,2361,RVSN USSR,StatusRetired,,Success
2362,2362,ESA,StatusRetired,,Success
2363,2363,General Dynamics,StatusRetired,,Failure
2364,2364,RVSN USSR,StatusRetired,,Success
2365,2365,General Dynamics,StatusRetired,,Success
2366,2366,RVSN USSR,StatusRetired,,Partial Failure
2367,2367,RVSN USSR,StatusRetired,,Success
2368,2368,RVSN USSR,StatusRetired,,Success
2369,2369,RVSN USSR,StatusRetired,,Success
2370,2370,RVSN USSR,StatusRetired,,Success
2371,2371,NASA,StatusRetired,450,Success
2372,2372,RVSN USSR,StatusRetired,,Success
2373,2373,Martin Marietta,StatusRetired,,Success
2374,2374,RVSN USSR,StatusRetired,,Success
2375,2375,RVSN USSR,StatusRetired,,Success
2376,2376,RVSN USSR,StatusRetired,,Success
2377,2377,RVSN USSR,StatusRetired,,Success
2378,2378,RVSN USSR,StatusRetired,,Success
2379,2379,RVSN USSR,StatusRetired,,Success
2380,2380,CASC,StatusRetired,,Success
2381,2381,RVSN USSR,StatusRetired,,Success
2382,2382,RVSN USSR,StatusRetired,,Success
2383,2383,RVSN USSR,StatusRetired,,Partial Failure
2384,2384,Martin Marietta,StatusRetired,,Success
2385,2385,RVSN USSR,StatusRetired,,Success
2386,2386,RVSN USSR,StatusRetired,,Success
2387,2387,RVSN USSR,StatusRetired,,Success
2388,2388,RVSN USSR,StatusRetired,,Success
2389,2389,MHI,StatusRetired,,Success
2390,2390,RVSN USSR,StatusRetired,,Success
2391,2391,RVSN USSR,StatusRetired,,Success
2392,2392,General Dynamics,StatusRetired,,Partial Failure
2393,2393,RVSN USSR,StatusRetired,,Success
2394,2394,RVSN USSR,StatusRetired,,Success
2395,2395,RVSN USSR,StatusRetired,,Success
2396,2396,RVSN USSR,StatusRetired,,Success
2397,2397,General Dynamics,StatusRetired,,Success
2398,2398,RVSN USSR,StatusRetired,,Success
2399,2399,ESA,StatusRetired,,Success
2400,2400,RVSN USSR,StatusRetired,,Success
2401,2401,RVSN USSR,StatusRetired,,Success
2402,2402,ISRO,StatusRetired,,Partial Failure
2403,2403,General Dynamics,StatusRetired,,Success
2404,2404,RVSN USSR,StatusRetired,,Success
2405,2405,RVSN USSR,StatusRetired,,Success
2406,2406,RVSN USSR,StatusRetired,,Success
2407,2407,Martin Marietta,StatusRetired,,Success
2408,2408,NASA,StatusRetired,450,Success
2409,2409,RVSN USSR,StatusRetired,,Success
2410,2410,RVSN USSR,StatusRetired,,Success
2411,2411,RVSN USSR,StatusRetired,,Success
2412,2412,RVSN USSR,StatusRetired,,Success
2413,2413,RVSN USSR,StatusRetired,,Success
2414,2414,Martin Marietta,StatusRetired,,Success
2415,2415,RVSN USSR,StatusRetired,,Success
2416,2416,RVSN USSR,StatusRetired,,Success
2417,2417,RVSN USSR,StatusRetired,,Success
2418,2418,US Air Force,StatusRetired,,Success
2419,2419,General Dynamics,StatusRetired,,Success
2420,2420,ISAS,StatusRetired,,Success
2421,2421,RVSN USSR,StatusRetired,,Success
2422,2422,RVSN USSR,StatusRetired,,Success
2423,2423,MHI,StatusRetired,,Success
2424,2424,RVSN USSR,StatusRetired,,Success
2425,2425,RVSN USSR,StatusRetired,,Success
2426,2426,RVSN USSR,StatusRetired,,Success
2427,2427,RVSN USSR,StatusRetired,,Success
2428,2428,RVSN USSR,StatusRetired,,Failure
2429,2429,RVSN USSR,StatusRetired,,Success
2430,2430,RVSN USSR,StatusRetired,,Success
2431,2431,RVSN USSR,StatusRetired,,Success
2432,2432,RVSN USSR,StatusRetired,,Success
2433,2433,RVSN USSR,StatusRetired,,Partial Failure
2434,2434,Martin Marietta,StatusRetired,,Success
2435,2435,RVSN USSR,StatusRetired,,Success
2436,2436,General Dynamics,StatusRetired,,Failure
2437,2437,General Dynamics,StatusRetired,,Success
2438,2438,RVSN USSR,StatusRetired,,Success
2439,2439,RVSN USSR,StatusRetired,,Success
2440,2440,RVSN USSR,StatusRetired,,Success
2441,2441,RVSN USSR,StatusRetired,,Success
2442,2442,RVSN USSR,StatusRetired,,Success
2443,2443,RVSN USSR,StatusRetired,,Success
2444,2444,General Dynamics,StatusRetired,,Success
2445,2445,RVSN USSR,StatusRetired,,Success
2446,2446,RVSN USSR,StatusRetired,,Success
2447,2447,RVSN USSR,StatusRetired,,Success
2448,2448,RVSN USSR,StatusRetired,,Success
2449,2449,RVSN USSR,StatusRetired,,Success
2450,2450,RVSN USSR,StatusRetired,,Success
2451,2451,ISRO,StatusRetired,,Success
2452,2452,RVSN USSR,StatusRetired,,Success
2453,2453,RVSN USSR,StatusRetired,,Success
2454,2454,RVSN USSR,StatusRetired,,Success
2455,2455,RVSN USSR,StatusRetired,,Success
2456,2456,Martin Marietta,StatusRetired,,Success
2457,2457,RVSN USSR,StatusRetired,,Success
2458,2458,RVSN USSR,StatusRetired,,Success
2459,2459,RVSN USSR,StatusRetired,,Success
2460,2460,RVSN USSR,StatusRetired,,Success
2461,2461,General Dynamics,StatusRetired,,Failure
2462,2462,ESA,StatusRetired,,Failure
2463,2463,RVSN USSR,StatusRetired,,Success
2464,2464,RVSN USSR,StatusRetired,,Success
2465,2465,RVSN USSR,StatusRetired,,Success
2466,2466,General Dynamics,StatusRetired,,Success
2467,2467,RVSN USSR,StatusRetired,,Partial Failure
2468,2468,RVSN USSR,StatusRetired,,Success
2469,2469,RVSN USSR,StatusRetired,,Success
2470,2470,RVSN USSR,StatusRetired,,Success
2471,2471,RVSN USSR,StatusRetired,,Success
2472,2472,RVSN USSR,StatusRetired,,Success
2473,2473,RVSN USSR,StatusRetired,,Success
2474,2474,General Dynamics,StatusRetired,,Success
2475,2475,MHI,StatusRetired,,Success
2476,2476,ISAS,StatusRetired,,Success
2477,2477,RVSN USSR,StatusRetired,,Partial Failure
2478,2478,RVSN USSR,StatusRetired,,Success
2479,2479,General Dynamics,StatusRetired,,Success
2480,2480,Martin Marietta,StatusRetired,,Success
2481,2481,RVSN USSR,StatusRetired,,Success
2482,2482,RVSN USSR,StatusRetired,,Success
2483,2483,RVSN USSR,StatusRetired,,Success
2484,2484,General Dynamics,StatusRetired,,Success
2485,2485,RVSN USSR,StatusRetired,,Success
2486,2486,RVSN USSR,StatusRetired,,Success
2487,2487,ESA,StatusRetired,,Success
2488,2488,RVSN USSR,StatusRetired,,Success
2489,2489,RVSN USSR,StatusRetired,,Success
2490,2490,Martin Marietta,StatusRetired,,Success
2491,2491,RVSN USSR,StatusRetired,,Success
2492,2492,RVSN USSR,StatusRetired,,Success
2493,2493,RVSN USSR,StatusRetired,,Success
2494,2494,RVSN USSR,StatusRetired,,Success
2495,2495,RVSN USSR,StatusRetired,,Success
2496,2496,RVSN USSR,StatusRetired,,Success
2497,2497,Martin Marietta,StatusRetired,,Success
2498,2498,RVSN USSR,StatusRetired,,Success
2499,2499,General Dynamics,StatusRetired,,Success
2500,2500,RVSN USSR,StatusRetired,,Success
2501,2501,RVSN USSR,StatusRetired,,Success
2502,2502,ISRO,StatusRetired,,Failure
2503,2503,RVSN USSR,StatusRetired,,Success
2504,2504,CASC,StatusRetired,,Failure
2505,2505,RVSN USSR,StatusRetired,,Success
2506,2506,RVSN USSR,StatusRetired,,Success
2507,2507,RVSN USSR,StatusRetired,,Success
2508,2508,RVSN USSR,StatusRetired,,Success
2509,2509,RVSN USSR,StatusRetired,,Success
2510,2510,General Dynamics,StatusRetired,,Success
2511,2511,Martin Marietta,StatusRetired,,Success
2512,2512,RVSN USSR,StatusRetired,,Success
2513,2513,RVSN USSR,StatusRetired,,Success
2514,2514,RVSN USSR,StatusRetired,,Success
2515,2515,US Air Force,StatusRetired,,Success
2516,2516,General Dynamics,StatusRetired,,Success
2517,2517,RVSN USSR,StatusRetired,,Success
2518,2518,RVSN USSR,StatusRetired,,Success
2519,2519,RVSN USSR,StatusRetired,,Success
2520,2520,RVSN USSR,StatusRetired,,Success
2521,2521,RVSN USSR,StatusRetired,,Success
2522,2522,RVSN USSR,StatusRetired,,Success
2523,2523,RVSN USSR,StatusRetired,,Success
2524,2524,Martin Marietta,StatusRetired,,Success
2525,2525,RVSN USSR,StatusRetired,,Success
2526,2526,RVSN USSR,StatusRetired,,Success
2527,2527,RVSN USSR,StatusRetired,,Success
2528,2528,General Dynamics,StatusRetired,,Success
2529,2529,RVSN USSR,StatusRetired,,Success
2530,2530,RVSN USSR,StatusRetired,,Success
2531,2531,RVSN USSR,StatusRetired,,Success
2532,2532,MHI,StatusRetired,,Partial Failure
2533,2533,RVSN USSR,StatusRetired,,Success
2534,2534,RVSN USSR,StatusRetired,,Success
2535,2535,RVSN USSR,StatusRetired,,Success
2536,2536,RVSN USSR,StatusRetired,,Success
2537,2537,RVSN USSR,StatusRetired,,Partial Failure
2538,2538,RVSN USSR,StatusRetired,,Success
2539,2539,RVSN USSR,StatusRetired,,Success
2540,2540,RVSN USSR,StatusRetired,,Success
2541,2541,RVSN USSR,StatusRetired,,Partial Failure
2542,2542,RVSN USSR,StatusRetired,,Success
2543,2543,RVSN USSR,StatusRetired,,Success
2544,2544,RVSN USSR,StatusRetired,,Success
2545,2545,Martin Marietta,StatusRetired,,Success
2546,2546,General Dynamics,StatusRetired,,Success
2547,2547,RVSN USSR,StatusRetired,,Success
2548,2548,RVSN USSR,StatusRetired,,Success
2549,2549,RVSN USSR,StatusRetired,,Success
2550,2550,RVSN USSR,StatusRetired,,Success
2551,2551,RVSN USSR,StatusRetired,,Success
2552,2552,RVSN USSR,StatusRetired,,Success
2553,2553,RVSN USSR,StatusRetired,,Success
2554,2554,General Dynamics,StatusRetired,,Success
2555,2555,RVSN USSR,StatusRetired,,Success
2556,2556,RVSN USSR,StatusRetired,,Success
2557,2557,RVSN USSR,StatusRetired,,Success
2558,2558,RVSN USSR,StatusRetired,,Success
2559,2559,RVSN USSR,StatusRetired,,Success
2560,2560,General Dynamics,StatusRetired,,Success
2561,2561,RVSN USSR,StatusRetired,,Success
2562,2562,RVSN USSR,StatusRetired,,Success
2563,2563,General Dynamics,StatusRetired,,Success
2564,2564,RVSN USSR,StatusRetired,,Success
2565,2565,RVSN USSR,StatusRetired,,Success
2566,2566,RVSN USSR,StatusRetired,,Success
2567,2567,RVSN USSR,StatusRetired,,Success
2568,2568,ISAS,StatusRetired,,Success
2569,2569,RVSN USSR,StatusRetired,,Success
2570,2570,RVSN USSR,StatusRetired,,Success
2571,2571,RVSN USSR,StatusRetired,,Success
2572,2572,RVSN USSR,StatusRetired,,Success
2573,2573,General Dynamics,StatusRetired,,Success
2574,2574,RVSN USSR,StatusRetired,,Success
2575,2575,Martin Marietta,StatusRetired,,Success
2576,2576,RVSN USSR,StatusRetired,,Success
2577,2577,RVSN USSR,StatusRetired,,Success
2578,2578,General Dynamics,StatusRetired,,Success
2579,2579,RVSN USSR,StatusRetired,,Success
2580,2580,RVSN USSR,StatusRetired,,Success
2581,2581,General Dynamics,StatusRetired,,Success
2582,2582,RVSN USSR,StatusRetired,,Success
2583,2583,Martin Marietta,StatusRetired,,Success
2584,2584,RVSN USSR,StatusRetired,,Success
2585,2585,Martin Marietta,StatusRetired,,Success
2586,2586,RVSN USSR,StatusRetired,,Success
2587,2587,RVSN USSR,StatusRetired,,Success
2588,2588,RVSN USSR,StatusRetired,,Success
2589,2589,RVSN USSR,StatusRetired,,Success
2590,2590,RVSN USSR,StatusRetired,,Success
2591,2591,General Dynamics,StatusRetired,,Success
2592,2592,RVSN USSR,StatusRetired,,Success
2593,2593,RVSN USSR,StatusRetired,,Success
2594,2594,RVSN USSR,StatusRetired,,Success
2595,2595,General Dynamics,StatusRetired,,Success
2596,2596,RVSN USSR,StatusRetired,,Success
2597,2597,RVSN USSR,StatusRetired,,Success
2598,2598,RVSN USSR,StatusRetired,,Success
2599,2599,RVSN USSR,StatusRetired,,Success
2600,2600,CASC,StatusRetired,,Success
2601,2601,General Dynamics,StatusRetired,,Success
2602,2602,RVSN USSR,StatusRetired,,Success
2603,2603,General Dynamics,StatusRetired,,Success
2604,2604,RVSN USSR,StatusRetired,,Success
2605,2605,RVSN USSR,StatusRetired,,Success
2606,2606,RVSN USSR,StatusRetired,,Success
2607,2607,Martin Marietta,StatusRetired,,Failure
2608,2608,RVSN USSR,StatusRetired,,Success
2609,2609,Martin Marietta,StatusRetired,,Success
2610,2610,RVSN USSR,StatusRetired,,Success
2611,2611,RVSN USSR,StatusRetired,,Success
2612,2612,RVSN USSR,StatusRetired,,Success
2613,2613,RVSN USSR,StatusRetired,,Success
2614,2614,RVSN USSR,StatusRetired,,Success
2615,2615,Martin Marietta,StatusRetired,,Success
2616,2616,General Dynamics,StatusRetired,,Success
2617,2617,RVSN USSR,StatusRetired,,Success
2618,2618,MHI,StatusRetired,,Success
2619,2619,RVSN USSR,StatusRetired,,Success
2620,2620,General Dynamics,StatusRetired,,Success
2621,2621,RVSN USSR,StatusRetired,,Success
2622,2622,ISAS,StatusRetired,,Success
2623,2623,RVSN USSR,StatusRetired,,Success
2624,2624,CASC,StatusRetired,,Success
2625,2625,RVSN USSR,StatusRetired,,Success
2626,2626,RVSN USSR,StatusRetired,,Success
2627,2627,RVSN USSR,StatusRetired,,Success
2628,2628,RVSN USSR,StatusRetired,,Success
2629,2629,RVSN USSR,StatusRetired,,Success
2630,2630,RVSN USSR,StatusRetired,,Success
2631,2631,General Dynamics,StatusRetired,,Success
2632,2632,RVSN USSR,StatusRetired,,Success
2633,2633,RVSN USSR,StatusRetired,,Success
2634,2634,RVSN USSR,StatusRetired,,Success
2635,2635,RVSN USSR,StatusRetired,,Success
2636,2636,RVSN USSR,StatusRetired,,Success
2637,2637,RVSN USSR,StatusRetired,,Success
2638,2638,RVSN USSR,StatusRetired,,Success
2639,2639,RVSN USSR,StatusRetired,,Success
2640,2640,RVSN USSR,StatusRetired,,Success
2641,2641,RVSN USSR,StatusRetired,,Success
2642,2642,General Dynamics,StatusRetired,,Success
2643,2643,RVSN USSR,StatusRetired,,Success
2644,2644,General Dynamics,StatusRetired,,Success
2645,2645,RVSN USSR,StatusRetired,,Success
2646,2646,RVSN USSR,StatusRetired,,Success
2647,2647,RVSN USSR,StatusRetired,,Failure
2648,2648,RVSN USSR,StatusRetired,,Success
2649,2649,RVSN USSR,StatusRetired,,Success
2650,2650,RVSN USSR,StatusRetired,,Success
2651,2651,RVSN USSR,StatusRetired,,Success
2652,2652,RVSN USSR,StatusRetired,,Success
2653,2653,RVSN USSR,StatusRetired,,Success
2654,2654,RVSN USSR,StatusRetired,,Success
2655,2655,RVSN USSR,StatusRetired,,Success
2656,2656,RVSN USSR,StatusRetired,,Success
2657,2657,General Dynamics,StatusRetired,,Failure
2658,2658,RVSN USSR,StatusRetired,,Success
2659,2659,RVSN USSR,StatusRetired,,Success
2660,2660,US Air Force,StatusRetired,,Success
2661,2661,RVSN USSR,StatusRetired,,Success
2662,2662,RVSN USSR,StatusRetired,,Success
2663,2663,RVSN USSR,StatusRetired,,Success
2664,2664,RVSN USSR,StatusRetired,,Success
2665,2665,RVSN USSR,StatusRetired,,Success
2666,2666,CASC,StatusRetired,,Success
2667,2667,RVSN USSR,StatusRetired,,Success
2668,2668,RVSN USSR,StatusRetired,,Success
2669,2669,RVSN USSR,StatusRetired,,Success
2670,2670,Martin Marietta,StatusRetired,,Success
2671,2671,RVSN USSR,StatusRetired,,Success
2672,2672,RVSN USSR,StatusRetired,,Success
2673,2673,RVSN USSR,StatusRetired,,Success
2674,2674,RVSN USSR,StatusRetired,,Success
2675,2675,RVSN USSR,StatusRetired,,Success
2676,2676,RVSN USSR,StatusRetired,,Success
2677,2677,Martin Marietta,StatusRetired,,Success
2678,2678,General Dynamics,StatusRetired,,Success
2679,2679,RVSN USSR,StatusRetired,,Failure
2680,2680,RVSN USSR,StatusRetired,,Success
2681,2681,RVSN USSR,StatusRetired,,Success
2682,2682,RVSN USSR,StatusRetired,,Success
2683,2683,RVSN USSR,StatusRetired,,Success
2684,2684,RVSN USSR,StatusRetired,,Success
2685,2685,RVSN USSR,StatusRetired,,Success
2686,2686,RVSN USSR,StatusRetired,,Success
2687,2687,RVSN USSR,StatusRetired,,Success
2688,2688,RVSN USSR,StatusRetired,,Success
2689,2689,RVSN USSR,StatusRetired,,Success
2690,2690,RVSN USSR,StatusRetired,,Success
2691,2691,RVSN USSR,StatusRetired,,Success
2692,2692,RVSN USSR,StatusRetired,,Success
2693,2693,RVSN USSR,StatusRetired,,Success
2694,2694,RVSN USSR,StatusRetired,,Success
2695,2695,Martin Marietta,StatusRetired,,Success
2696,2696,RVSN USSR,StatusRetired,,Success
2697,2697,RVSN USSR,StatusRetired,,Success
2698,2698,General Dynamics,StatusRetired,,Success
2699,2699,RVSN USSR,StatusRetired,,Success
2700,2700,RVSN USSR,StatusRetired,,Success
2701,2701,RVSN USSR,StatusRetired,,Success
2702,2702,RVSN USSR,StatusRetired,,Success
2703,2703,RVSN USSR,StatusRetired,,Success
2704,2704,RVSN USSR,StatusRetired,,Success
2705,2705,RVSN USSR,StatusRetired,,Success
2706,2706,RVSN USSR,StatusRetired,,Success
2707,2707,RVSN USSR,StatusRetired,,Success
2708,2708,General Dynamics,StatusRetired,,Success
2709,2709,RVSN USSR,StatusRetired,,Success
2710,2710,RVSN USSR,StatusRetired,,Success
2711,2711,General Dynamics,StatusRetired,,Success
2712,2712,RVSN USSR,StatusRetired,,Success
2713,2713,RVSN USSR,StatusRetired,,Success
2714,2714,RVSN USSR,StatusRetired,,Success
2715,2715,Martin Marietta,StatusRetired,,Success
2716,2716,RVSN USSR,StatusRetired,,Success
2717,2717,RVSN USSR,StatusRetired,,Success
2718,2718,RVSN USSR,StatusRetired,,Success
2719,2719,RVSN USSR,StatusRetired,,Success
2720,2720,RVSN USSR,StatusRetired,,Success
2721,2721,RVSN USSR,StatusRetired,,Success
2722,2722,RVSN USSR,StatusRetired,,Success
2723,2723,RVSN USSR,StatusRetired,,Success
2724,2724,RVSN USSR,StatusRetired,,Success
2725,2725,RVSN USSR,StatusRetired,,Success
2726,2726,RVSN USSR,StatusRetired,,Success
2727,2727,RVSN USSR,StatusRetired,,Success
2728,2728,RVSN USSR,StatusRetired,,Success
2729,2729,US Air Force,StatusRetired,,Success
2730,2730,RVSN USSR,StatusRetired,,Success
2731,2731,RVSN USSR,StatusRetired,,Success
2732,2732,RVSN USSR,StatusRetired,,Success
2733,2733,MHI,StatusRetired,,Success
2734,2734,RVSN USSR,StatusRetired,,Failure
2735,2735,RVSN USSR,StatusRetired,,Success
2736,2736,ISAS,StatusRetired,,Success
2737,2737,RVSN USSR,StatusRetired,,Success
2738,2738,RVSN USSR,StatusRetired,,Success
2739,2739,RVSN USSR,StatusRetired,,Success
2740,2740,RVSN USSR,StatusRetired,,Success
2741,2741,Martin Marietta,StatusRetired,,Success
2742,2742,RVSN USSR,StatusRetired,,Success
2743,2743,RVSN USSR,StatusRetired,,Success
2744,2744,RVSN USSR,StatusRetired,,Success
2745,2745,RVSN USSR,StatusRetired,,Success
2746,2746,RVSN USSR,StatusRetired,,Success
2747,2747,RVSN USSR,StatusRetired,,Success
2748,2748,RVSN USSR,StatusRetired,,Success
2749,2749,RVSN USSR,StatusRetired,,Success
2750,2750,Martin Marietta,StatusRetired,,Success
2751,2751,RVSN USSR,StatusRetired,,Success
2752,2752,RVSN USSR,StatusRetired,,Success
2753,2753,RVSN USSR,StatusRetired,,Success
2754,2754,RVSN USSR,StatusRetired,,Success
2755,2755,RVSN USSR,StatusRetired,,Success
2756,2756,RVSN USSR,StatusRetired,,Success
2757,2757,CASC,StatusRetired,,Success
2758,2758,RVSN USSR,StatusRetired,,Success
2759,2759,RVSN USSR,StatusRetired,,Success
2760,2760,RVSN USSR,StatusRetired,,Success
2761,2761,RVSN USSR,StatusRetired,,Success
2762,2762,RVSN USSR,StatusRetired,,Success
2763,2763,RVSN USSR,StatusRetired,,Success
2764,2764,RVSN USSR,StatusRetired,,Success
2765,2765,CASC,StatusRetired,,Failure
2766,2766,RVSN USSR,StatusRetired,,Success
2767,2767,RVSN USSR,StatusRetired,,Success
2768,2768,RVSN USSR,StatusRetired,,Success
2769,2769,RVSN USSR,StatusRetired,,Success
2770,2770,RVSN USSR,StatusRetired,,Success
2771,2771,RVSN USSR,StatusRetired,,Success
2772,2772,RVSN USSR,StatusRetired,,Success
2773,2773,RVSN USSR,StatusRetired,,Success
2774,2774,RVSN USSR,StatusRetired,,Success
2775,2775,RVSN USSR,StatusRetired,,Failure
2776,2776,RVSN USSR,StatusRetired,,Success
2777,2777,RVSN USSR,StatusRetired,,Success
2778,2778,RVSN USSR,StatusRetired,,Success
2779,2779,RVSN USSR,StatusRetired,,Success
2780,2780,US Air Force,StatusRetired,,Success
2781,2781,RVSN USSR,StatusRetired,,Success
2782,2782,RVSN USSR,StatusRetired,,Success
2783,2783,RVSN USSR,StatusRetired,,Partial Failure
2784,2784,CASC,StatusRetired,,Success
2785,2785,RVSN USSR,StatusRetired,,Success
2786,2786,RVSN USSR,StatusRetired,,Success
2787,2787,RVSN USSR,StatusRetired,,Success
2788,2788,RVSN USSR,StatusRetired,,Success
2789,2789,RVSN USSR,StatusRetired,,Success
2790,2790,Martin Marietta,StatusRetired,,Success
2791,2791,RVSN USSR,StatusRetired,,Success
2792,2792,RVSN USSR,StatusRetired,,Success
2793,2793,RVSN USSR,StatusRetired,,Success
2794,2794,RVSN USSR,StatusRetired,,Success
2795,2795,RVSN USSR,StatusRetired,,Success
2796,2796,General Dynamics,StatusRetired,,Success
2797,2797,RVSN USSR,StatusRetired,,Success
2798,2798,RVSN USSR,StatusRetired,,Success
2799,2799,RVSN USSR,StatusRetired,,Success
2800,2800,RVSN USSR,StatusRetired,,Success
