,Unnamed: 0,Organisation,Rocket_Status,Price,Mission_Status
1169,1169,Arianespace,StatusRetired,,Success
1170,1170,Sea Launch,StatusActive,,Success
1171,1171,Lockheed,StatusRetired,,Success
1172,1172,NASA,StatusRetired,450,Success
1173,1173,Northrop,StatusRetired,40,Success
1174,1174,Arianespace,StatusRetired,,Success
1175,1175,Kosmotras,StatusRetired,29,Success
1176,1176,VKS RF,StatusRetired,,Success
1177,1177,Lockheed,StatusRetired,35,Success
1178,1178,Arianespace,StatusRetired,,Success
1179,1179,NASA,StatusRetired,450,Success
1180,1180,Arianespace,StatusRetired,,Success
1181,1181,Boeing,StatusRetired,,Success
1182,1182,Lockheed,StatusRetired,,Success
1183,1183,Arianespace,StatusRetired,,Success
1184,1184,Sea Launch,StatusActive,,Success
1185,1185,Northrop,StatusActive,40,Success
1186,1186,Boeing,StatusRetired,,Success
1187,1187,VKS RF,StatusRetired,,Success
1188,1188,ILS,StatusRetired,,Success
1189,1189,Lockheed,StatusRetired,,Success
1190,1190,VKS RF,StatusRetired,,Success
1191,1191,CASC,StatusRetired,,Success
1192,1192,Northrop,StatusActive,40,Success
1193,1193,ILS,StatusRetired,,Success
1194,1194,NASA,StatusRetired,450,Success
1195,1195,Eurockot,StatusRetired,41.8,Success
1196,1196,Boeing,StatusRetired,,Success
1197,1197,Lockheed,StatusRetired,,Success
1198,1198,Lockheed,StatusRetired,,Success
1199,1199,Arianespace,StatusRetired,,Success
1200,1200,Boeing,StatusRetired,,Success
1201,1201,Arianespace,StatusRetired,,Success
1202,1202,Sea Launch,StatusActive,,Failure
1203,1203,Northrop,StatusActive,45,Success
1204,1204,VKS RF,StatusRetired,,Success
1205,1205,Arianespace,StatusRetired,,Success
1206,1206,NASA,StatusRetired,450,Success
1207,1207,ISAS,StatusRetired,,Failure
1208,1208,Boeing,StatusRetired,,Success
1209,1209,ILS,StatusRetired,,Success
1210,1210,Northrop,StatusActive,40,Success
1211,1211,CASC,StatusActive,69.7,Success
1212,1212,Arianespace,StatusRetired,,Success
1213,1213,Lockheed,StatusRetired,,Success
1214,1214,Northrop,StatusActive,45,Success
1215,1215,VKS RF,StatusRetired,,Success
1216,1216,VKS RF,StatusRetired,,Success
1217,1217,Arianespace,StatusRetired,,Success
1218,1218,NASA,StatusRetired,450,Success
1219,1219,Lockheed,StatusRetired,,Success
1220,1220,Lockheed,StatusRetired,35,Success
1221,1221,AEB,StatusActive,,Failure
1222,1222,Arianespace,StatusRetired,,Success
1223,1223,Northrop,StatusActive,40,Success
1224,1224,Arianespace,StatusRetired,,Success
1225,1225,Lockheed,StatusRetired,,Success
1226,1226,CASC,StatusActive,,Success
1227,1227,MHI,StatusRetired,,Failure
1228,1228,Arianespace,StatusRetired,,Success
1229,1229,Arianespace,StatusRetired,,Success
1230,1230,CASC,StatusActive,64.68,Success
1231,1231,Sea Launch,StatusActive,,Success
1232,1232,Arianespace,StatusRetired,,Success
1233,1233,Lockheed,StatusRetired,,Success
1234,1234,ILS,StatusRetired,,Success
1235,1235,Arianespace,StatusRetired,,Success
1236,1236,VKS RF,StatusRetired,,Success
1237,1237,Boeing,StatusRetired,,Success
1238,1238,Arianespace,StatusRetired,,Success
1239,1239,Boeing,StatusRetired,,Success
1240,1240,Boeing,StatusRetired,,Success
1241,1241,NASA,StatusRetired,450,Success
1242,1242,VKS RF,StatusRetired,,Success
1243,1243,Boeing,StatusRetired,,Success
1244,1244,VKS RF,StatusRetired,,Success
1245,1245,Boeing,StatusRetired,,Success
1246,1246,Lockheed,StatusRetired,35,Success
1247,1247,CASC,StatusActive,30.8,Success
1248,1248,Boeing,StatusRetired,,Success
1249,1249,ISRO,StatusRetired,25,Success
1250,1250,NASA,StatusRetired,450,Success
1251,1251,Lockheed,StatusRetired,,Success
1252,1252,Northrop,StatusActive,40,Success
1253,1253,CASC,StatusActive,64.68,Success
1254,1254,Boeing,StatusRetired,,Failure
1255,1255,Lockheed,StatusRetired,,Failure
1256,1256,VKS RF,StatusRetired,,Success
1257,1257,Lockheed,StatusRetired,,Failure
1258,1258,Kosmotras,StatusRetired,29,Success
1259,1259,Boeing,StatusRetired,,Success
1260,1260,ILS,StatusRetired,,Success
1261,1261,Lockheed,StatusRetired,,Failure
1262,1262,Arianespace,StatusRetired,,Success
1263,1263,Sea Launch,StatusActive,,Success
1264,1264,Northrop,StatusActive,40,Success
1265,1265,Arianespace,StatusRetired,,Success
1266,1266,Boeing,StatusRetired,,Success
1267,1267,ILS,StatusRetired,,Success
1268,1268,Boeing,StatusRetired,,Success
1269,1269,Lockheed,StatusRetired,,Success
1270,1270,Boeing,StatusRetired,,Success
1271,1271,VKS RF,StatusRetired,,Success
1272,1272,Arianespace,StatusRetired,,Success
1273,1273,CASC,StatusActive,30.8,Success
1274,1274,Boeing,StatusRetired,,Success
1275,1275,VKS RF,StatusRetired,,Success
1276,1276,Northrop,StatusActive,40,Success
1277,1277,Arianespace,StatusRetired,,Success
1278,1278,NASA,StatusRetired,450,Success
1279,1279,Boeing,StatusRetired,,Success
1280,1280,Boeing,StatusRetired,,Success
1281,1281,NASA,StatusRetired,450,Success
1282,1282,Arianespace,StatusRetired,,Success
1283,1283,Northrop,StatusRetired,40,Success
1284,1284,ESA,StatusRetired,,Success
1285,1285,Lockheed,StatusRetired,,Success
1286,1286,ILS,StatusRetired,,Success
1287,1287,Arianespace,StatusRetired,,Success
1288,1288,Northrop,StatusActive,45,Success
1289,1289,VKS RF,StatusRetired,,Success
1290,1290,Northrop,StatusActive,40,Success
1291,1291,Arianespace,StatusRetired,,Success
1292,1292,VKS RF,StatusRetired,,Failure
1293,1293,Boeing,StatusRetired,,Success
1294,1294,KCST,StatusRetired,,Failure
1295,1295,Boeing,StatusRetired,,Failure
1296,1296,Arianespace,StatusRetired,,Success
1297,1297,Boeing,StatusRetired,,Success
1298,1298,CASC,StatusActive,30.8,Success
1299,1299,RVSN USSR,StatusRetired,,Success
1300,1300,Lockheed,StatusRetired,,Failure
1301,1301,Northrop,StatusActive,40,Success
1302,1302,VKS RF,StatusRetired,,Success
1303,1303,VKS RF,StatusRetired,,Success
1304,1304,SRC,StatusRetired,,Success
1305,1305,ISAS,StatusRetired,,Success
1306,1306,VKS RF,StatusRetired,,Success
1307,1307,ILS,StatusRetired,,Success
1308,1308,CASC,StatusActive,,Success
1309,1309,VKS RF,StatusRetired,,Partial Failure
1310,1310,Boeing,StatusRetired,,Success
1311,1311,NASA,StatusRetired,450,Success
1312,1312,CASC,StatusActive,,Success
1313,1313,Boeing,StatusRetired,,Success
1314,1314,Lockheed,StatusRetired,35,Success
1315,1315,Lockheed,StatusRetired,,Success
1316,1316,VKS RF,StatusRetired,,Success
1317,1317,CASC,StatusActive,30.8,Success
1318,1318,Arianespace,StatusRetired,,Success
1319,1319,Boeing,StatusRetired,,Success
1320,1320,NASA,StatusRetired,450,Success
1321,1321,Northrop,StatusActive,40,Success
1322,1322,Boeing,StatusRetired,,Success
1323,1323,CASC,StatusActive,30.8,Success
1324,1324,Arianespace,StatusRetired,,Success
1325,1325,Lockheed,StatusRetired,,Success
1326,1326,ILS,StatusRetired,,Success
1327,1327,Arianespace,StatusRetired,,Success
1328,1328,Northrop,StatusActive,40,Success
1329,1329,MHI,StatusRetired,,Partial Failure
1330,1330,Boeing,StatusRetired,,Success
1331,1331,Boeing,StatusRetired,,Success
1332,1332,Northrop,StatusActive,45,Success
1333,1333,Arianespace,StatusRetired,,Success
1334,1334,Lockheed,StatusRetired,,Success
1335,1335,IAI,StatusRetired,,Failure
1336,1336,NASA,StatusRetired,450,Success
1337,1337,Boeing,StatusRetired,,Success
1338,1338,Lockheed,StatusRetired,,Success
1339,1339,ILS,StatusRetired,,Partial Failure
1340,1340,MITT,StatusActive,,Success
1341,1341,Northrop,StatusActive,40,Success
1342,1342,Arianespace,StatusRetired,,Success
1343,1343,Boeing,StatusRetired,,Success
1344,1344,Arianespace,StatusRetired,,Success
1345,1345,VKS RF,StatusRetired,,Success
1346,1346,ILS,StatusRetired,,Success
1347,1347,CASC,StatusActive,30.8,Success
1348,1348,Arianespace,StatusRetired,,Success
1349,1349,MHI,StatusRetired,,Success
1350,1350,NASA,StatusRetired,450,Success
1351,1351,Boeing,StatusRetired,,Success
1352,1352,Lockheed,StatusRetired,,Success
1353,1353,Boeing,StatusRetired,,Success
1354,1354,AEB,StatusActive,,Failure
1355,1355,ESA,StatusRetired,,Partial Failure
1356,1356,Lockheed,StatusRetired,,Success
1357,1357,Lockheed,StatusRetired,,Success
1358,1358,Northrop,StatusActive,40,Success
1359,1359,CASC,StatusActive,,Success
1360,1360,Lockheed,StatusRetired,,Success
1361,1361,ILS,StatusRetired,,Success
1362,1362,ISRO,StatusRetired,25,Partial Failure
1363,1363,Boeing,StatusRetired,,Success
1364,1364,NASA,StatusRetired,450,Success
1365,1365,VKS RF,StatusRetired,,Success
1366,1366,Arianespace,StatusRetired,,Success
1367,1367,VKS RF,StatusRetired,,Success
1368,1368,ILS,StatusRetired,,Success
1369,1369,Arianespace,StatusRetired,,Success
1370,1370,CASC,StatusActive,30.8,Success
1371,1371,Northrop,StatusActive,40,Success
1372,1372,Boeing,StatusRetired,,Success
1373,1373,Lockheed,StatusRetired,,Success
1374,1374,Boeing,StatusRetired,,Success
1375,1375,CASC,StatusActive,,Success
1376,1376,Arianespace,StatusRetired,,Success
1377,1377,NASA,StatusRetired,450,Success
1378,1378,Northrop,StatusActive,40,Success
1379,1379,ILS,StatusRetired,,Success
1380,1380,Boeing,StatusRetired,,Success
1381,1381,Boeing,StatusRetired,,Success
1382,1382,NASA,StatusRetired,450,Success
1383,1383,Arianespace,StatusRetired,,Success
1384,1384,CASC,StatusRetired,,Success
1385,1385,Arianespace,StatusRetired,,Success
1386,1386,Boeing,StatusRetired,,Success
1387,1387,VKS RF,StatusRetired,,Failure
1388,1388,NASA,StatusRetired,450,Success
1389,1389,VKS RF,StatusRetired,,Success
1390,1390,CASC,StatusActive,69.7,Success
1391,1391,Boeing,StatusRetired,,Success
1392,1392,Lockheed,StatusRetired,,Success
1393,1393,Northrop,StatusActive,40,Success
1394,1394,VKS RF,StatusRetired,,Success
1395,1395,Arianespace,StatusRetired,,Success
1396,1396,NASA,StatusRetired,450,Success
1397,1397,Lockheed,StatusRetired,35,Success
1398,1398,ILS,StatusRetired,,Success
1399,1399,MITT,StatusActive,,Success
1400,1400,Arianespace,StatusRetired,,Success
1401,1401,Lockheed,StatusRetired,,Success
1402,1402,ILS,StatusRetired,,Success
1403,1403,VKS RF,StatusRetired,,Success
1404,1404,ISAS,StatusRetired,,Success
1405,1405,NASA,StatusRetired,450,Success
1406,1406,Arianespace,StatusRetired,,Success
1407,1407,Boeing,StatusRetired,,Failure
1408,1408,NASA,StatusRetired,450,Success
1409,1409,Lockheed,StatusRetired,,Success
1410,1410,VKS RF,StatusRetired,,Success
1411,1411,ILS,StatusRetired,,Success
1412,1412,VKS RF,StatusRetired,,Success
1413,1413,NASA,StatusRetired,450,Success
1414,1414,Boeing,StatusRetired,,Success
1415,1415,ILS,StatusRetired,,Success
1416,1416,Arianespace,StatusRetired,,Success
1417,1417,Boeing,StatusRetired,,Success
1418,1418,Northrop,StatusActive,40,Failure
1419,1419,VKS RF,StatusRetired,,Success
1420,1420,CASC,StatusActive,29.75,Success
1421,1421,NASA,StatusRetired,450,Success
1422,1422,Boeing,StatusRetired,,Success
1423,1423,Arianespace,StatusRetired,,Success
1424,1424,ILS,StatusRetired,,Success
1425,1425,VKS RF,StatusRetired,,Success
1426,1426,VKS RF,StatusRetired,,Success
1427,1427,RVSN USSR,StatusRetired,,Success
1428,1428,Northrop,StatusActive,40,Success
1429,1429,CASC,StatusRetired,,Partial Failure
1430,1430,MHI,StatusRetired,,Success
1431,1431,VKS RF,StatusRetired,,Success
1432,1432,Arianespace,StatusRetired,,Success
1433,1433,Lockheed,StatusRetired,,Success
1434,1434,Boeing,StatusRetired,,Success
1435,1435,Arianespace,StatusRetired,,Success
1436,1436,CASC,StatusRetired,,Success
1437,1437,Lockheed,StatusRetired,,Success
1438,1438,Northrop,StatusActive,40,Success
1439,1439,NASA,StatusRetired,450,Success
1440,1440,Arianespace,StatusRetired,,Success
1441,1441,ESA,StatusRetired,,Failure
1442,1442,Boeing,StatusRetired,,Success
1443,1443,NASA,StatusRetired,450,Success
1444,1444,Northrop,StatusRetired,40,Success
1445,1445,Arianespace,StatusRetired,,Success
1446,1446,Lockheed,StatusRetired,,Success
1447,1447,Lockheed,StatusRetired,,Success
1448,1448,Lockheed,StatusRetired,,Success
1449,1449,VKS RF,StatusRetired,,Success
1450,1450,Boeing,StatusRetired,,Success
1451,1451,Arianespace,StatusRetired,,Success
1452,1452,ILS,StatusRetired,,Success
1453,1453,Boeing,StatusRetired,,Success
1454,1454,NASA,StatusRetired,450,Success
1455,1455,ISRO,StatusRetired,25,Success
1456,1456,Arianespace,StatusRetired,,Success
1457,1457,Northrop,StatusActive,40,Success
1458,1458,Boeing,StatusRetired,,Success
1459,1459,NASA,StatusRetired,450,Success
1460,1460,VKS RF,StatusRetired,,Success
1461,1461,Boeing,StatusRetired,,Success
1462,1462,CASC,StatusActive,,Failure
1463,1463,Arianespace,StatusRetired,,Success
1464,1464,ILS,StatusRetired,,Success
1465,1465,VKS RF,StatusRetired,,Success
1466,1466,Boeing,StatusRetired,,Success
1467,1467,Arianespace,StatusRetired,,Success
1468,1468,NASA,StatusRetired,450,Success
1469,1469,Boeing,StatusRetired,,Success
1470,1470,CASC,StatusRetired,,Success
1471,1471,VKS RF,StatusRetired,,Success
1472,1472,VKS RF,StatusRetired,,Success
1473,1473,Lockheed,StatusRetired,,Success
1474,1474,Arianespace,StatusRetired,,Success
1475,1475,Lockheed,StatusRetired,,Success
1476,1476,Lockheed,StatusRetired,,Success
1477,1477,CASC,StatusRetired,,Success
1478,1478,Arianespace,StatusRetired,,Success
1479,1479,NASA,StatusRetired,450,Success
1480,1480,Lockheed,StatusRetired,,Success
1481,1481,Boeing,StatusRetired,,Success
1482,1482,VKS RF,StatusRetired,,Success
1483,1483,EER,StatusRetired,20,Failure
1484,1484,Lockheed,StatusRetired,,Success
1485,1485,NASA,StatusRetired,450,Success
1486,1486,Arianespace,StatusRetired,,Success
1487,1487,VKS RF,StatusRetired,,Partial Failure
1488,1488,Arianespace,StatusRetired,,Success
1489,1489,NASA,StatusRetired,450,Success
1490,1490,Boeing,StatusRetired,,Partial Failure
1491,1491,VKS RF,StatusRetired,,Success
1492,1492,Arianespace,StatusRetired,,Success
1493,1493,ILS,StatusRetired,,Success
1494,1494,Lockheed,StatusRetired,,Failure
1495,1495,VKS RF,StatusRetired,,Success
1496,1496,Arianespace,StatusRetired,,Success
1497,1497,RVSN USSR,StatusRetired,,Success
1498,1498,Lockheed,StatusRetired,,Success
1499,1499,NASA,StatusRetired,450,Success
1500,1500,Lockheed,StatusRetired,,Success
1501,1501,Arianespace,StatusRetired,,Success
1502,1502,VKS RF,StatusRetired,,Success
1503,1503,NASA,StatusRetired,450,Success
1504,1504,Northrop,StatusActive,40,Failure
1505,1505,Arianespace,StatusRetired,,Success
1506,1506,VKS RF,StatusRetired,,Success
1507,1507,Lockheed,StatusRetired,,Success
1508,1508,VKS RF,StatusRetired,,Success
1509,1509,Lockheed,StatusRetired,,Success
1510,1510,Arianespace,StatusRetired,,Success
1511,1511,Lockheed,StatusRetired,,Success
1512,1512,Arianespace,StatusRetired,,Success
1513,1513,ILS,StatusRetired,,Success
1514,1514,IAI,StatusRetired,,Success
1515,1515,Northrop,StatusRetired,40,Success
1516,1516,Arianespace,StatusRetired,,Success
1517,1517,MITT,StatusRetired,,Failure
1518,1518,General Dynamics,StatusRetired,,Success
1519,1519,ILS,StatusRetired,,Success
1520,1520,VKS RF,StatusRetired,,Success
1521,1521,MHI,StatusRetired,,Success
1522,1522,VKS RF,StatusRetired,,Success
1523,1523,NASA,StatusRetired,450,Success
1524,1524,NASA,StatusRetired,450,Success
1525,1525,Lockheed,StatusRetired,,Success
1526,1526,CASC,StatusRetired,,Failure
1527,1527,VKS RF,StatusRetired,,Success
1528,1528,ISAS,StatusRetired,,Partial Failure
1529,1529,ILS,StatusRetired,,Success
1530,1530,General Dynamics,StatusRetired,,Success
1531,1531,VKS RF,StatusRetired,,Success
1532,1532,VKS RF,StatusRetired,,Success
1533,1533,Martin Marietta,StatusRetired,,Success
1534,1534,VKS RF,StatusRetired,,Success
1535,1535,VKS RF,StatusRetired,,Success
1536,1536,Arianespace,StatusRetired,,Failure
1537,1537,CASC,StatusActive,69.7,Partial Failure
1538,1538,Lockheed,StatusRetired,,Success
1539,1539,VKS RF,StatusRetired,,Success
1540,1540,VKS RF,StatusRetired,,Success
1541,1541,VKS RF,StatusRetired,,Success
1542,1542,NASA,StatusRetired,450,Success
1543,1543,VKS RF,StatusRetired,,Success
1544,1544,Boeing,StatusRetired,,Success
1545,1545,Arianespace,StatusRetired,,Success
1546,1546,ISRO,StatusRetired,25,Success
1547,1547,VKS RF,StatusRetired,,Success
1548,1548,Arianespace,StatusRetired,,Success
1549,1549,Lockheed,StatusRetired,,Success
1550,1550,NASA,StatusRetired,450,Success
1551,1551,VKS RF,StatusRetired,,Success
1552,1552,NASA,StatusRetired,450,Success
1553,1553,Arianespace,StatusRetired,,Success
1554,1554,Northrop,StatusRetired,40,Success
1555,1555,General Dynamics,StatusRetired,,Success
1556,1556,MHI,StatusRetired,,Success
1557,1557,CASC,StatusRetired,,Success
1558,1558,Martin Marietta,StatusRetired,,Success
1559,1559,VKS RF,StatusRetired,,Success
1560,1560,VKS RF,StatusRetired,,Success
1561,1561,Arianespace,StatusRetired,,Success
1562,1562,VKS RF,StatusRetired,,Success
1563,1563,Lockheed,StatusRetired,,Success
1564,1564,VKS RF,StatusRetired,,Success
1565,1565,CASC,StatusRetired,,Success
1566,1566,VKS RF,StatusRetired,,Success
1567,1567,Arianespace,StatusRetired,,Success
1568,1568,NASA,StatusRetired,450,Success
1569,1569,CASC,StatusActive,29.75,Success
1570,1570,Northrop,StatusActive,40,Failure
1571,1571,Lockheed,StatusRetired,,Success
1572,1572,Arianespace,StatusRetired,,Success
1573,1573,VKS RF,StatusRetired,,Failure
1574,1574,Northrop,StatusRetired,40,Partial Failure
1575,1575,ISRO,StatusRetired,,Success
1576,1576,Martin Marietta,StatusRetired,,Success
1577,1577,VKS RF,StatusRetired,,Success
1578,1578,VKS RF,StatusRetired,,Success
1579,1579,Lockheed,StatusRetired,,Success
1580,1580,NASA,StatusRetired,450,Success
1581,1581,Boeing,StatusRetired,,Success
1582,1582,Northrop,StatusActive,45,Success
1583,1583,Boeing,StatusRetired,,Success
1584,1584,NASA,StatusRetired,450,Success
1585,1585,VKS RF,StatusRetired,,Success
1586,1586,VKS RF,StatusRetired,,Success
1587,1587,CASC,StatusActive,69.7,Success
1588,1588,Martin Marietta,StatusRetired,,Success
1589,1589,MHI,StatusRetired,,Success
1590,1590,NASA,StatusRetired,450,Success
1591,1591,Martin Marietta,StatusRetired,35,Success
1592,1592,VKS RF,StatusRetired,,Success
1593,1593,Arianespace,StatusRetired,,Failure
1594,1594,VKS RF,StatusRetired,,Success
1595,1595,Arianespace,StatusRetired,,Success
1596,1596,General Dynamics,StatusRetired,,Success
1597,1597,Boeing,StatusRetired,,Success
1598,1598,NASA,StatusRetired,450,Success
1599,1599,General Dynamics,StatusRetired,,Success
1600,1600,Arianespace,StatusRetired,,Success
1601,1601,VKS RF,StatusRetired,,Success
1602,1602,Boeing,StatusRetired,,Success
1603,1603,VKS RF,StatusRetired,,Success
1604,1604,Arianespace,StatusRetired,,Success
1605,1605,NASA,StatusRetired,450,Success
1606,1606,CASC,StatusActive,30.8,Success
1607,1607,Martin Marietta,StatusRetired,35,Failure
1608,1608,Arianespace,StatusRetired,,Success
1609,1609,ISRO,StatusRetired,25,Failure
1610,1610,VKS RF,StatusRetired,,Success
1611,1611,VKS RF,StatusRetired,,Success
1612,1612,NASA,StatusRetired,450,Success
1613,1613,General Dynamics,StatusRetired,,Success
1614,1614,VKS RF,StatusRetired,,Success
1615,1615,Boeing,StatusRetired,,Success
1616,1616,VKS RF,StatusRetired,,Success
1617,1617,General Dynamics,StatusRetired,,Success
1618,1618,VKS RF,StatusRetired,,Success
1619,1619,Martin Marietta,StatusRetired,,Failure
1620,1620,Arianespace,StatusRetired,,Success
1621,1621,General Dynamics,StatusRetired,,Success
1622,1622,VKS RF,StatusRetired,,Success
1623,1623,Boeing,StatusRetired,,Success
1624,1624,Arianespace,StatusRetired,,Success
1625,1625,VKS RF,StatusRetired,,Success
1626,1626,NASA,StatusRetired,450,Success
1627,1627,VKS RF,StatusRetired,,Success
1628,1628,VKS RF,StatusRetired,,Success
1629,1629,Boeing,StatusRetired,,Success
1630,1630,Arianespace,StatusRetired,,Success
1631,1631,VKS RF,StatusRetired,,Success
1632,1632,VKS RF,StatusRetired,,Success
1633,1633,NASA,StatusRetired,450,Success
1634,1634,Northrop,StatusRetired,40,Success
1635,1635,VKS RF,StatusRetired,,Success
1636,1636,VKS RF,StatusRetired,,Success
1637,1637,VKS RF,StatusRetired,,Success
1638,1638,NASA,StatusRetired,450,Success
1639,1639,VKS RF,StatusRetired,,Success
1640,1640,VKS RF,StatusRetired,,Success
1641,1641,VKS RF,StatusRetired,,Success
1642,1642,Boeing,StatusRetired,,Success
1643,1643,VKS RF,StatusRetired,,Success
1644,1644,General Dynamics,StatusRetired,,Failure
1645,1645,MITT,StatusActive,,Success
1646,1646,VKS RF,StatusRetired,,Success
1647,1647,ISAS,StatusRetired,,Success
1648,1648,Northrop,StatusRetired,40,Success
1649,1649,VKS RF,StatusRetired,,Success
1650,1650,Boeing,StatusRetired,,Success
1651,1651,VKS RF,StatusRetired,,Success
1652,1652,NASA,StatusRetired,450,Success
1653,1653,VKS RF,StatusRetired,,Success
1654,1654,VKS RF,StatusRetired,,Success
1655,1655,VKS RF,StatusRetired,,Success
1656,1656,VKS RF,StatusRetired,,Success
1657,1657,VKS RF,StatusRetired,,Success
1658,1658,CASC,StatusRetired,,Failure
1659,1659,Boeing,StatusRetired,,Success
1660,1660,NASA,StatusRetired,450,Success
1661,1661,VKS RF,StatusRetired,,Success
1662,1662,Arianespace,StatusRetired,,Success
1663,1663,Martin Marietta,StatusRetired,,Success
1664,1664,VKS RF,StatusRetired,,Success
1665,1665,VKS RF,StatusRetired,,Success
1666,1666,Boeing,StatusRetired,,Success
1667,1667,VKS RF,StatusRetired,,Success
1668,1668,VKS RF,StatusRetired,,Success
1669,1669,VKS RF,StatusRetired,,Success
1670,1670,Arianespace,StatusRetired,,Success
1671,1671,NASA,StatusRetired,450,Success
1672,1672,VKS RF,StatusRetired,,Success
1673,1673,VKS RF,StatusRetired,,Success
1674,1674,Boeing,StatusRetired,,Success
1675,1675,CASC,StatusActive,30.8,Success
1676,1676,Martin Marietta,StatusRetired,136.6,Success
1677,1677,NASA,StatusRetired,450,Success
1678,1678,Arianespace,StatusRetired,,Success
1679,1679,Boeing,StatusRetired,,Success
1680,1680,General Dynamics,StatusRetired,,Failure
1681,1681,CASC,StatusRetired,,Success
1682,1682,VKS RF,StatusRetired,,Success
1683,1683,Arianespace,StatusRetired,,Success
1684,1684,CASC,StatusActive,29.75,Success
1685,1685,VKS RF,StatusRetired,,Success
1686,1686,NASA,StatusRetired,450,Success
1687,1687,Boeing,StatusRetired,,Success
1688,1688,Boeing,StatusRetired,,Success
1689,1689,RVSN USSR,StatusRetired,,Success
1690,1690,Arianespace,StatusRetired,,Success
1691,1691,RVSN USSR,StatusRetired,,Success
1692,1692,Boeing,StatusRetired,,Success
1693,1693,General Dynamics,StatusRetired,,Success
1694,1694,RVSN USSR,StatusRetired,,Success
1695,1695,NASA,StatusRetired,450,Success
1696,1696,General Dynamics,StatusRetired,,Success
1697,1697,Boeing,StatusRetired,,Success
1698,1698,RVSN USSR,StatusRetired,,Success
1699,1699,Boeing,StatusRetired,,Success
1700,1700,NASA,StatusRetired,450,Success
1701,1701,Martin Marietta,StatusRetired,35,Success
1702,1702,Arianespace,StatusRetired,,Success
1703,1703,RVSN USSR,StatusRetired,,Success
1704,1704,Boeing,StatusRetired,,Success
1705,1705,NASA,StatusRetired,450,Success
1706,1706,Boeing,StatusRetired,,Success
1707,1707,General Dynamics,StatusRetired,,Success
1708,1708,RVSN USSR,StatusRetired,,Success
1709,1709,VKS RF,StatusRetired,,Success
1710,1710,Arianespace,StatusRetired,,Success
1711,1711,RVSN USSR,StatusRetired,,Success
1712,1712,MHI,StatusRetired,,Success
1713,1713,General Dynamics,StatusRetired,,Success
1714,1714,RVSN USSR,StatusRetired,,Failure
1715,1715,RVSN USSR,StatusRetired,,Success
1716,1716,NASA,StatusRetired,450,Success
1717,1717,CASC,StatusRetired,,Partial Failure
1718,1718,RVSN USSR,StatusRetired,,Success
1719,1719,Yuzhmash,StatusRetired,,Success
1720,1720,Arianespace,StatusRetired,,Success
1721,1721,General Dynamics,StatusRetired,,Success
1722,1722,General Dynamics,StatusRetired,,Success
1723,1723,RVSN USSR,StatusRetired,,Success
1724,1724,NASA,StatusRetired,450,Success
1725,1725,RVSN USSR,StatusRetired,,Success
1726,1726,Martin Marietta,StatusRetired,,Success
1727,1727,Arianespace,StatusRetired,,Success
1728,1728,RVSN USSR,StatusRetired,,Success
1729,1729,RVSN USSR,StatusRetired,,Success
1730,1730,Arianespace,StatusRetired,,Success
1731,1731,RVSN USSR,StatusRetired,,Success
1732,1732,NASA,StatusRetired,450,Success
1733,1733,RVSN USSR,StatusRetired,,Failure
1734,1734,ISAS,StatusRetired,,Success
1735,1735,RVSN USSR,StatusRetired,,Success
1736,1736,MHI,StatusRetired,,Success
1737,1737,MHI,StatusRetired,,Success
1738,1738,RVSN USSR,StatusRetired,,Success
1739,1739,RVSN USSR,StatusRetired,,Success
1740,1740,Arianespace,StatusRetired,,Success
1741,1741,NASA,StatusRetired,450,Success
1742,1742,RVSN USSR,StatusRetired,,Success
1743,1743,Northrop,StatusRetired,40,Partial Failure
1744,1744,Arianespace,StatusRetired,,Success
1745,1745,Boeing,StatusRetired,,Success
1746,1746,RVSN USSR,StatusRetired,,Failure
1747,1747,RVSN USSR,StatusRetired,,Success
1748,1748,RVSN USSR,StatusRetired,,Success
1749,1749,RVSN USSR,StatusRetired,,Success
1750,1750,NASA,StatusRetired,450,Success
1751,1751,RVSN USSR,StatusRetired,,Success
1752,1752,Boeing,StatusRetired,,Success
1753,1753,RVSN USSR,StatusRetired,,Success
1754,1754,General Dynamics,StatusRetired,,Success
1755,1755,NASA,StatusRetired,450,Success
1756,1756,RVSN USSR,StatusRetired,,Success
1757,1757,General Dynamics,StatusRetired,,Failure
1758,1758,RVSN USSR,StatusRetired,,Success
1759,1759,Boeing,StatusRetired,,Success
1760,1760,NASA,StatusRetired,450,Success
1761,1761,Arianespace,StatusRetired,,Success
1762,1762,RVSN USSR,StatusRetired,,Success
1763,1763,RVSN USSR,StatusRetired,,Success
1764,1764,RVSN USSR,StatusRetired,,Success
1765,1765,Boeing,StatusRetired,,Success
1766,1766,Martin Marietta,StatusRetired,,Success
1767,1767,Arianespace,StatusRetired,,Success
1768,1768,RVSN USSR,StatusRetired,,Success
1769,1769,RVSN USSR,StatusRetired,,Success
1770,1770,RVSN USSR,StatusRetired,,Success
1771,1771,RVSN USSR,StatusRetired,,Success
1772,1772,RVSN USSR,StatusRetired,,Success
1773,1773,RVSN USSR,StatusRetired,,Success
1774,1774,Arianespace,StatusRetired,,Success
1775,1775,Boeing,StatusRetired,,Success
1776,1776,RVSN USSR,StatusRetired,,Success
1777,1777,RVSN USSR,StatusRetired,,Success
1778,1778,RVSN USSR,StatusRetired,,Success
